,,,,,,STORAGE,STORAGE,STORAGE,SUPPORTED FEATURES,SUPPORTED FEATURES,SUPPORTED FEATURES,SUPPORTED FEATURES,
AOS Version,OS Vendor,OS Family,OS Status,OS Bits,Platform,SCSI,IDE,PCI,Hot Add Memory,Hot Add vCPU,UEFI,Secure Boot,
"AOS 7.3","Debian","Debian 11.5","-","64","x86","Recommended","Supported","Supported","Supported","Supported","Supported","-",
"AOS 6.7","Debian","Debian 11","-","64","x86","Recommended","Supported","Supported","Supported","Supported","-","-",
"AOS 5.6","Debian","Debian 10","-","64","x86","Recommended","Supported","Supported","Supported","Supported","-","-",
"AOS 7.5","Debian","Debian 11","-","64","x86","Recommended","Supported","Supported","Supported","Supported","-","-",
"AOS 5.11","Debian","Debian 10","-","64","x86","Recommended","Supported","Supported","Supported","Supported","-","-",
"AOS 5.8","Debian","Debian 10","-","64","x86","Recommended","Supported","Supported","Supported","Supported","-","-",
"AOS 6.0","Debian","Debian 10","-","64","x86","Recommended","Supported","Supported","Supported","Supported","-","-",
"AOS 7.1","Debian","Debian 10","-","64","x86","Recommended","Supported","Supported","Supported","Supported","-","-",
"AOS 6.7","Debian","Debian 11.5","-","64","x86","Recommended","Supported","Supported","Supported","Supported","Supported","-",
"AOS 7.5","Debian","Debian 11.5","-","64","x86","Recommended","Supported","Supported","Supported","Supported","Supported","-",
"AOS 5.19","Debian","Debian 8","-","64","x86","Recommended","Supported","Supported","Supported","Supported","-","-",
"AOS 5.16","Debian","Debian 9","-","32","x86","Recommended","Supported","Supported","-","Supported","-","-",
"AOS 7.1","Debian","Debian 13","-","64","x86","Recommended","Supported","Supported","Supported","Supported","Supported","-",
"AOS 5.16","Debian","Debian 8","-","64","x86","Recommended","Supported","Supported","Supported","Supported","-","-",
"AOS 5.15","Debian","Debian 9","-","32","x86","Recommended","Supported","Supported","-","Supported","-","-",
"AOS 5.9","Debian","Debian 9","-","32","x86","Recommended","Supported","Supported","-","Supported","-","-",
"AOS 6.6","Debian","Debian 9","-","32","x86","Recommended","Supported","Supported","-","Supported","-","-",
"AOS 7.5","Debian","Debian 13","-","64","x86","Recommended","Supported","Supported","Supported","Supported","Supported","-",
"AOS 6.7","Debian","Debian 9","-","32","x86","Recommended","Supported","Supported","-","Supported","-","-",
"AOS 7.3","Debian","Debian 13","-","64","x86","Recommended","Supported","Supported","Supported","Supported","Supported","-",
"AOS 5.11","Debian","Debian 8","-","64","x86","Recommended","Supported","Supported","Supported","Supported","-","-",
"AOS 7.3","Debian","Debian 8","-","64","x86","Recommended","Supported","Supported","Supported","Supported","-","-",
"AOS 5.6","Debian","Debian 9","-","32","x86","Recommended","Supported","Supported","-","Supported","-","-",
"AOS 5.9","Debian","Debian 9","-","64","x86","Recommended","Supported","Supported","Supported","Supported","-","-",
"AOS 6.5","Debian","Debian 8","-","64","x86","Recommended","Supported","Supported","Supported","Supported","-","-",
"AOS 5.18","Debian","Debian 8","-","64","x86","Recommended","Supported","Supported","Supported","Supported","-","-",
"AOS 5.8","Debian","Debian 8","-","64","x86","Recommended","Supported","Supported","Supported","Supported","-","-",
"AOS 6.8","Debian","Debian 8","-","64","x86","Recommended","Supported","Supported","Supported","Supported","-","-",
"AOS 6.5","Debian","Debian 9","-","32","x86","Recommended","Supported","Supported","-","Supported","-","-",
"AOS 6.0","Debian","Debian 8","-","64","x86","Recommended","Supported","Supported","Supported","Supported","-","-",
"AOS 7.0","Debian","Debian 8","-","64","x86","Recommended","Supported","Supported","Supported","Supported","-","-",
"AOS 6.0","Debian","Debian 9","-","64","x86","Recommended","Supported","Supported","Supported","Supported","-","-",
"AOS 6.7","Debian","Debian 8","-","64","x86","Recommended","Supported","Supported","Supported","Supported","-","-",
"AOS 5.15","Debian","Debian 8","-","64","x86","Recommended","Supported","Supported","Supported","Supported","-","-",
"AOS 6.10","Debian","Debian 8","-","64","x86","Recommended","Supported","Supported","Supported","Supported","-","-",
"AOS 7.1","Debian","Debian 8","-","64","x86","Recommended","Supported","Supported","Supported","Supported","-","-",
"AOS 5.10","Debian","Debian 9","-","64","x86","Recommended","Supported","Supported","Supported","Supported","-","-",
"AOS 5.10","Debian","Debian 9","-","32","x86","Recommended","Supported","Supported","-","Supported","-","-",
"AOS 5.16","Debian","Debian 9","-","64","x86","Recommended","Supported","Supported","Supported","Supported","-","-",
"AOS 6.0","Debian","Debian 9","-","32","x86","Recommended","Supported","Supported","-","Supported","-","-",
"AOS 7.0","Debian","Debian 13","-","64","x86","Recommended","Supported","Supported","Supported","Supported","Supported","-",
"AOS 6.1","Debian","Debian 9","-","64","x86","Recommended","Supported","Supported","Supported","Supported","-","-",
"AOS 6.6","Debian","Debian 8","-","64","x86","Recommended","Supported","Supported","Supported","Supported","-","-",
"AOS 5.10","Debian","Debian 8","-","64","x86","Recommended","Supported","Supported","Supported","Supported","-","-",
"AOS 5.20","Debian","Debian 8","-","64","x86","Recommended","Supported","Supported","Supported","Supported","-","-",
"AOS 5.5","Debian","Debian 8","-","64","x86","Recommended","Supported","Supported","Supported","Supported","-","-",
"AOS 7.5","Debian","Debian 8","-","64","x86","Recommended","Supported","Supported","Supported","Supported","-","-",
"AOS 5.11","Debian","Debian 9","-","32","x86","Recommended","Supported","Supported","-","Supported","-","-",
"AOS 5.18","Debian","Debian 9","-","64","x86","Recommended","Supported","Supported","Supported","Supported","-","-",
"AOS 5.5","Debian","Debian 9","-","32","x86","Recommended","Supported","Supported","-","Supported","-","-",
"AOS 5.6","Debian","Debian 9","-","64","x86","Recommended","Supported","Supported","Supported","Supported","-","-",
"AOS 5.19","Debian","Debian 9","-","32","x86","Recommended","Supported","Supported","-","Supported","-","-",
"AOS 5.20","Debian","Debian 9","-","64","x86","Recommended","Supported","Supported","Supported","Supported","-","-",
"AOS 6.1","Debian","Debian 9","-","32","x86","Recommended","Supported","Supported","-","Supported","-","-",
"AOS 6.5","Debian","Debian 9","-","64","x86","Recommended","Supported","Supported","Supported","Supported","-","-",
"AOS 6.7","Debian","Debian 9","-","64","x86","Recommended","Supported","Supported","Supported","Supported","-","-",
"AOS 5.17","Debian","Debian 8","-","64","x86","Recommended","Supported","Supported","Supported","Supported","-","-",
"AOS 5.15","Debian","Debian 9","-","64","x86","Recommended","Supported","Supported","Supported","Supported","-","-",
"AOS 5.17","Debian","Debian 9","-","64","x86","Recommended","Supported","Supported","Supported","Supported","-","-",
"AOS 5.6","Debian","Debian 8","-","64","x86","Recommended","Supported","Supported","Supported","Supported","-","-",
"AOS 5.11","Debian","Debian 9","-","64","x86","Recommended","Supported","Supported","Supported","Supported","-","-",
"AOS 5.9","Debian","Debian 8","-","64","x86","Recommended","Supported","Supported","Supported","Supported","-","-",
"AOS 6.1","Debian","Debian 8","-","64","x86","Recommended","Supported","Supported","Supported","Supported","-","-",
"AOS 5.18","Debian","Debian 9","-","32","x86","Recommended","Supported","Supported","-","Supported","-","-",
"AOS 5.8","Debian","Debian 9","-","32","x86","Recommended","Supported","Supported","-","Supported","-","-",
"AOS 6.10","Debian","Debian 9","-","32","x86","Recommended","Supported","Supported","-","Supported","-","-",
"AOS 6.8","Debian","Debian 9","-","64","x86","Recommended","Supported","Supported","Supported","Supported","-","-",
"AOS 5.17","Debian","Debian 9","-","32","x86","Recommended","Supported","Supported","-","Supported","-","-",
"AOS 5.20","Debian","Debian 9","-","32","x86","Recommended","Supported","Supported","-","Supported","-","-",
"AOS 5.5","Debian","Debian 9","-","64","x86","Recommended","Supported","Supported","Supported","Supported","-","-",
"AOS 5.8","Debian","Debian 9","-","64","x86","Recommended","Supported","Supported","Supported","Supported","-","-",
"AOS 6.10","Debian","Debian 9","-","64","x86","Recommended","Supported","Supported","Supported","Supported","-","-",
"AOS 6.6","Debian","Debian 9","-","64","x86","Recommended","Supported","Supported","Supported","Supported","-","-",
"AOS 5.19","Debian","Debian 9","-","64","x86","Recommended","Supported","Supported","Supported","Supported","-","-",
"AOS 7.3","Debian","Debian 9","-","64","x86","Recommended","Supported","Supported","Supported","Supported","-","-",
"AOS 7.0","Debian","Debian 9","-","32","x86","Recommended","Supported","Supported","-","Supported","-","-",
"AOS 7.5","Debian","Debian 9","-","64","x86","Recommended","Supported","Supported","Supported","Supported","-","-",
"AOS 7.1","Debian","Debian 9","-","32","x86","Recommended","Supported","Supported","-","Supported","-","-",
"AOS 5.11","FreeBSD","FreeBSD 10","Legacy OS","32","x86","Recommended","Supported","Supported","-","-","-","-",
"AOS 5.18","FreeBSD","FreeBSD 10","Legacy OS","32","x86","Recommended","Supported","Supported","-","-","-","-",
"AOS 7.3","Debian","Debian 9","-","32","x86","Recommended","Supported","Supported","-","Supported","-","-",
"AOS 6.8","Debian","Debian 9","-","32","x86","Recommended","Supported","Supported","-","Supported","-","-",
"AOS 5.17","FreeBSD","FreeBSD 10","Legacy OS","64","x86","Recommended","Supported","Supported","-","-","-","-",
"AOS 5.8","FreeBSD","FreeBSD 10","Legacy OS","32","x86","Recommended","Supported","Supported","-","-","-","-",
"AOS 5.18","Red Hat","Fedora CoreOS 32","-","64","x86","Recommended","Supported","Supported","Supported","Supported","-","-",
"AOS 5.16","FreeBSD","FreeBSD 10","Legacy OS","64","x86","Recommended","Supported","Supported","-","-","-","-",
"AOS 6.5","FreeBSD","FreeBSD 10","Legacy OS","32","x86","Recommended","Supported","Supported","-","-","-","-",
"AOS 6.8","FreeBSD","FreeBSD 10","Legacy OS","32","x86","Recommended","Supported","Supported","-","-","-","-",
"AOS 5.15","Red Hat","Fedora CoreOS 32","-","64","x86","Recommended","Supported","Supported","Supported","Supported","-","-",
"AOS 6.0","FreeBSD","FreeBSD 10","Legacy OS","32","x86","Recommended","Supported","Supported","-","-","-","-",
"AOS 6.1","FreeBSD","FreeBSD 10","Legacy OS","64","x86","Recommended","Supported","Supported","-","-","-","-",
"AOS 5.19","Red Hat","Fedora CoreOS 32","-","64","x86","Recommended","Supported","Supported","Supported","Supported","-","-",
"AOS 7.0","Red Hat","Fedora CoreOS 32","-","64","x86","Recommended","Supported","Supported","Supported","Supported","-","-",
"AOS 5.15","FreeBSD","FreeBSD 10","Legacy OS","64","x86","Recommended","Supported","Supported","-","-","-","-",
"AOS 5.20","Red Hat","Fedora CoreOS 32","-","64","x86","Recommended","Supported","Supported","Supported","Supported","-","-",
"AOS 6.0","Red Hat","Fedora CoreOS 32","-","64","x86","Recommended","Supported","Supported","Supported","Supported","-","-",
"AOS 6.7","Red Hat","Fedora CoreOS 32","-","64","x86","Recommended","Supported","Supported","Supported","Supported","-","-",
"AOS 6.10","FreeBSD","FreeBSD 10","Legacy OS","64","x86","Recommended","Supported","Supported","-","-","-","-",
"AOS 6.7","FreeBSD","FreeBSD 10","Legacy OS","64","x86","Recommended","Supported","Supported","-","-","-","-",
"AOS 5.20","FreeBSD","FreeBSD 10","Legacy OS","64","x86","Recommended","Supported","Supported","-","-","-","-",
"AOS 6.10","FreeBSD","FreeBSD 10","Legacy OS","32","x86","Recommended","Supported","Supported","-","-","-","-",
"AOS 5.11","FreeBSD","FreeBSD 10","Legacy OS","64","x86","Recommended","Supported","Supported","-","-","-","-",
"AOS 7.1","Debian","Debian 9","-","64","x86","Recommended","Supported","Supported","Supported","Supported","-","-",
"AOS 5.9","FreeBSD","FreeBSD 10","Legacy OS","64","x86","Recommended","Supported","Supported","-","-","-","-",
"AOS 5.16","Red Hat","Fedora CoreOS 32","-","64","x86","Recommended","Supported","Supported","Supported","Supported","-","-",
"AOS 5.17","FreeBSD","FreeBSD 10","Legacy OS","32","x86","Recommended","Supported","Supported","-","-","-","-",
"AOS 5.19","FreeBSD","FreeBSD 10","Legacy OS","64","x86","Recommended","Supported","Supported","-","-","-","-",
"AOS 6.1","Red Hat","Fedora CoreOS 32","-","64","x86","Recommended","Supported","Supported","Supported","Supported","-","-",
"AOS 5.17","Red Hat","Fedora CoreOS 32","-","64","x86","Recommended","Supported","Supported","Supported","Supported","-","-",
"AOS 6.0","FreeBSD","FreeBSD 10","Legacy OS","64","x86","Recommended","Supported","Supported","-","-","-","-",
"AOS 7.0","Debian","Debian 9","-","64","x86","Recommended","Supported","Supported","Supported","Supported","-","-",
"AOS 6.7","FreeBSD","FreeBSD 10","Legacy OS","32","x86","Recommended","Supported","Supported","-","-","-","-",
"AOS 7.5","Debian","Debian 9","-","32","x86","Recommended","Supported","Supported","-","Supported","-","-",
"AOS 6.8","Red Hat","Fedora CoreOS 32","-","64","x86","Recommended","Supported","Supported","Supported","Supported","-","-",
"AOS 7.5","Red Hat","Fedora CoreOS 32","-","64","x86","Recommended","Supported","Supported","Supported","Supported","-","-",
"AOS 5.8","FreeBSD","FreeBSD 10","Legacy OS","64","x86","Recommended","Supported","Supported","-","-","-","-",
"AOS 5.9","FreeBSD","FreeBSD 10","Legacy OS","32","x86","Recommended","Supported","Supported","-","-","-","-",
"AOS 6.1","FreeBSD","FreeBSD 10","Legacy OS","32","x86","Recommended","Supported","Supported","-","-","-","-",
"AOS 6.6","FreeBSD","FreeBSD 10","Legacy OS","32","x86","Recommended","Supported","Supported","-","-","-","-",
"AOS 6.10","Red Hat","Fedora CoreOS 32","-","64","x86","Recommended","Supported","Supported","Supported","Supported","-","-",
"AOS 5.10","FreeBSD","FreeBSD 10","Legacy OS","64","x86","Recommended","Supported","Supported","-","-","-","-",
"AOS 5.18","FreeBSD","FreeBSD 10","Legacy OS","64","x86","Recommended","Supported","Supported","-","-","-","-",
"AOS 5.19","FreeBSD","FreeBSD 10","Legacy OS","32","x86","Recommended","Supported","Supported","-","-","-","-",
"AOS 5.15","FreeBSD","FreeBSD 10","Legacy OS","32","x86","Recommended","Supported","Supported","-","-","-","-",
"AOS 5.16","FreeBSD","FreeBSD 10","Legacy OS","32","x86","Recommended","Supported","Supported","-","-","-","-",
"AOS 5.20","FreeBSD","FreeBSD 10","Legacy OS","32","x86","Recommended","Supported","Supported","-","-","-","-",
"AOS 5.6","FreeBSD","FreeBSD 10","Legacy OS","32","x86","Recommended","Supported","Supported","-","-","-","-",
"AOS 6.6","Red Hat","Fedora CoreOS 32","-","64","x86","Recommended","Supported","Supported","Supported","Supported","-","-",
"AOS 5.5","FreeBSD","FreeBSD 10","Legacy OS","32","x86","Recommended","Supported","Supported","-","-","-","-",
"AOS 7.3","Red Hat","Fedora CoreOS 32","-","64","x86","Recommended","Supported","Supported","Supported","Supported","-","-",
"AOS 6.5","Red Hat","Fedora CoreOS 32","-","64","x86","Recommended","Supported","Supported","Supported","Supported","-","-",
"AOS 7.1","Red Hat","Fedora CoreOS 32","-","64","x86","Recommended","Supported","Supported","Supported","Supported","-","-",
